delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
23476,100312,20313,10953,8656,3259,416,722
74538,44210,31607,83095,6852,5634,567,1007
55103,50506,9489,116144,8610,4578,2128,860
160761,68938,27833,9617,14435,2530,560,580
28172,43877,105847,18292,4751,3287,2079,639
107455,45112,63250,42546,4218,1748,1173,672
34627,44019,5725,50230,20578,6934,1559,1681
48840,87219,4415,13754,4340,3039,670,626
34561,65052,64158,5419,4768,4250,380,1206
25302,53939,49550,69601,60076,2567,1144,588
19837,120305,32655,128243,20902,2263,972,342
126887,27634,30417,2027,4901,3841,448,731
21438,38248,9622,49749,4368,1469,751,841
164459,24457,39414,22863,6655,2113,960,905
242385,29658,100096,179312,22952,1611,1150,566
63982,74918,1313,181978,16123,4408,973,369
400840,23206,19226,26573,13109,5537,2180,1911
137279,40449,15039,30762,13333,2405,680,581
518999,160180,57726,53284,9410,1870,652,363
161838,118480,43353,116484,12971,3969,996,583
318541,69462,25394,27272,18396,4245,637,692
171054,135177,18526,41872,11143,5720,573,542
101129,25509,40555,6565,2171,1801,798,660
10538,156691,19306,9229,7524,3955,972,956
99875,19005,19891,14190,11475,2232,848,1167
113606,55503,11176,61869,20656,1605,1856,541
21613,140344,4951,42428,4085,1337,1116,828
198403,59034,41093,36090,71078,8692,1313,1057
384000,54779,21136,132770,13227,2313,1475,1124
83694,76884,7066,1857,2991,1739,675,655
191824,34052,9398,47526,10070,2840,1246,308
75813,118713,18339,19930,12543,3803,936,433
43901,37565,17503,59292,29099,2339,1246,448
203241,37654,40859,14452,5195,1372,704,610
83949,30920,1020,10730,1101,522,227,214
53777,35361,26195,42850,5936,3552,1247,471
143659,92557,40618,22817,4403,2791,939,286
246137,21614,2327,39331,23591,2761,1396,911
81672,30841,31004,17096,6886,3388,438,786
73551,48459,38596,13950,2611,2908,838,896
22447,33325,1491,11184,8453,1820,1116,285
53932,40292,10593,19738,4961,3679,880,896
69723,65676,2750,9495,4355,3429,979,257
123264,126431,22065,84753,8935,3155,1336,428
68411,36189,34423,11769,5176,2524,228,498
75665,39137,12428,1016,5962,3642,1645,754
60238,14796,22810,8427,3277,3575,1022,1104
50215,41323,2201,62150,42689,1924,623,570
98362,56777,24273,142005,21500,3865,521,905
283487,241159,8574,31076,4421,2731,570,1071
179279,100697,70218,16177,6904,3376,1167,1341
149673,83388,16427,25290,10232,1729,831,497
142875,40808,22826,13298,9869,3183,1356,983
115795,27766,10548,13322,34631,2092,1686,625
115399,47716,27636,41104,7802,5387,793,640
101945,27508,1079,17671,6539,2082,887,470
29819,24403,29981,18464,7202,3970,613,627
234893,144470,30089,15045,6181,2114,990,247
42015,52438,29747,20241,12538,2962,1492,1284
73855,111144,93982,22230,7691,1742,723,875
79388,59228,12401,35648,6498,1927,832,1902
144456,44110,19527,61851,48390,7403,1041,739
144358,37449,13954,243920,32894,6130,973,513
55286,52301,11146,14007,9431,2690,679,857
64300,55953,11402,20090,2478,4682,822,535
40594,53127,8340,13798,4526,2207,1088,587
51163,107070,7999,12444,8776,2243,834,644
56525,55503,20084,18951,8356,2001,1922,550
43634,8071,45732,48012,11132,3064,595,670
31408,47269,20968,13400,731,5475,1383,919
34413,50783,5981,7860,7384,2046,457,729
65129,29680,17582,1924,3791,1909,789,638
18720,66823,39661,11640,4591,2236,731,562
180234,50473,81357,10824,83282,3116,1449,558
683673,170671,138547,285552,58634,1710,2594,708
260621,61124,21739,8072,5856,2904,977,603
35770,76130,7284,20900,2915,2245,647,739
60356,87780,13385,36413,21201,3345,832,427
535463,61024,76417,109552,8434,3608,1296,658
75055,4164,2683,22682,1843,860,307,161
148932,65421,35985,59463,2913,1886,902,685
53895,38009,19352,44153,12305,2938,1664,1134
93555,78298,33571,9155,46031,4762,1773,1683
94651,49136,51757,26262,12527,2963,1199,466
45861,19136,15745,55973,30603,2306,649,399
239533,105068,35363,7368,3002,2206,1207,827
37455,43623,68488,24678,7708,1955,1400,917
261636,52511,131878,78354,45994,4501,1386,584
75566,65327,35996,45105,4513,9393,692,324
72264,16258,48785,21833,15893,1732,532,728
173679,59480,41292,41460,3613,1117,777,767
118471,71582,33697,22681,11917,2522,1096,358
121023,125840,15313,32073,24238,5331,2019,469
140913,82378,13710,57661,33227,1811,658,810
152122,65468,127258,40773,7443,6471,663,675
496504,198909,22534,67718,18602,3091,1069,1448
34745,147386,46091,22225,5463,3669,497,658
346641,96061,22836,52850,16123,5671,2037,704
118206,48126,96035,41941,5868,2891,1025,1065
161907,115681,19082,61509,19827,2944,878,1834
304449,25683,47656,38220,14237,4922,814,1128
80918,86375,110616,57046,44398,1969,704,583
174075,89377,40994,5044,1958,1585,943,306
90405,30865,3479,8279,9139,2281,1265,628
86587,47930,14596,76254,20660,5732,637,598
476331,37615,14921,72848,31360,4301,868,1031
282217,58236,9526,42448,10092,2590,805,545
563858,100714,46757,1570,6717,5821,1093,699
185141,135075,7078,50194,47922,3805,1170,508
87293,75803,61221,15954,7087,4263,907,640
21359,46925,27076,26461,14675,3273,541,317
51380,42677,49640,6398,2666,3104,1196,946
12685,59110,34107,102458,3276,2345,1050,352
24374,36439,31772,28777,51390,3773,1113,1046
481491,72741,46529,70364,15165,10829,1570,929
265200,83984,73475,14708,8209,2850,1069,1014
414871,25321,5447,7314,3525,1454,2148,1875
220416,179608,107017,84886,19660,5909,1516,943
122576,24873,51490,180114,19744,4270,717,1000
91682,44505,20135,82134,2864,4536,768,544
49439,38431,26923,7849,3185,3800,806,687
42400,55257,52445,19587,8542,2816,695,420
531320,104988,138559,180451,39345,4622,697,579
56848,39334,73464,47446,6642,2689,2373,1213
130636,28369,45270,32986,6960,2594,1151,735
141989,68380,28243,60299,16918,1667,881,917
54946,205249,51503,7773,14772,2812,1587,951
98999,45390,13877,3393,5848,5230,734,368
75257,76617,68714,88463,15962,2739,1111,869
12148,47526,40416,129889,20549,2334,1248,868
87047,48216,18265,15145,1994,2758,943,703
13384,25405,25306,114605,15253,4897,1765,669
88278,37288,17433,33449,13709,3721,839,510
46049,36200,11657,56702,6364,2166,855,288
194377,47143,30881,67263,3308,1593,1147,382
101293,43468,51898,23655,18452,2921,2049,726
93885,88135,13162,63511,29924,3127,1621,628
92077,207207,21001,50349,8322,2291,745,525
44016,70557,29628,18420,7970,3512,1748,552
41021,45594,45196,36496,2281,2897,903,351
153197,40308,13589,26000,72082,3483,1461,537
164241,168013,18822,9447,6127,1557,223,1121
54583,61601,79343,172453,32843,1768,1000,798
771160,71823,47137,78906,5659,6386,1989,598
176507,105744,24158,15417,6865,2376,500,1026
193132,84225,35869,1487,5076,2120,941,1009
168475,97349,10996,9028,4694,3102,649,826
124484,115182,11520,13863,18912,1460,1819,802
86627,46073,5849,27749,9514,2048,731,862
141107,32202,37645,42684,9156,1635,917,1231
119006,64005,15431,35663,27905,2357,1372,723
72693,20060,5559,9654,17772,1453,413,514
20507,70671,9575,136690,22056,3205,1192,793
57025,27980,8412,33550,6357,1759,715,1371
103343,36722,4277,59997,8346,3770,1143,679
67467,55028,3806,31275,1838,2522,865,794
59209,57953,38956,102169,3321,1253,1490,1651
96763,72064,10069,48432,11823,2005,1545,513
94079,46595,10384,59407,11860,3153,720,1199
126297,45287,27134,43178,2936,1048,1160,560
49303,51577,26390,43923,11681,3340,552,398
114396,199542,44285,63539,23314,9132,3649,739
163331,46989,5159,31852,24855,9910,753,626
71399,50292,52092,175172,12633,1161,1788,954
267355,183749,3578,15770,5855,1715,1263,885
57760,55080,27426,8533,3359,1600,1099,678
83987,17264,13059,14810,9153,2682,943,560
38757,28601,15489,14671,5012,2556,1294,785
122859,34217,21304,95006,55631,1870,712,1018
247809,9150,44840,28791,6020,2565,1101,794
38595,34437,47548,48325,2231,1476,575,826
52318,33393,17808,43531,9483,1595,763,702
272450,176917,38057,85383,50979,2750,739,663
46152,79655,5904,41565,4578,2714,895,809
202709,32189,22928,35615,9493,1545,648,977
68655,82582,34147,34404,23723,3970,782,646
75843,358078,26679,19377,7722,1787,892,509
212119,91938,12129,21988,4056,1381,752,425
132941,49905,58539,27091,11853,2983,198,419
44348,118312,4702,65130,2896,2046,545,996
34103,92816,17115,22877,12802,1853,969,850
64453,56400,50228,43927,9258,2039,1545,1298
71347,61070,7149,60229,3934,1848,747,930
52898,54456,5018,10171,2678,3416,4159,541
89973,48036,5366,11221,4675,2139,574,655
69326,75388,18107,39595,5955,3228,567,766
473454,10717,39984,19031,29964,2376,422,725
416022,94546,16155,12042,7020,2709,834,656
76425,35583,22504,2793,4048,2216,1292,415
120445,54966,4216,16428,3443,2386,1327,588
82284,13058,4597,29335,4260,4794,922,327
98430,45079,6216,10608,33209,3013,1188,927
57144,21555,11168,13741,37256,4067,1754,692
11226,51849,5122,6283,5415,1690,500,557
89498,43158,5037,2152,1393,1662,742,845
67820,15633,20414,28582,13275,1712,362,409
113826,48738,12973,46406,46806,2558,1890,826
56547,105770,43941,15696,2699,3648,532,526
59985,50167,35290,15647,6238,1658,567,544
49845,50753,47242,86178,8250,3945,768,549
77395,19375,19413,21880,9446,3516,990,857
58831,218956,40301,30250,9576,2946,890,799
403639,119848,8373,29085,26302,2461,1069,789
244023,68365,20751,7521,9111,4380,1056,418
236550,222711,19736,31746,7580,3401,1029,931
241024,54908,3652,38603,19045,8191,1748,1355
142179,356061,35459,58834,54693,4047,3342,1616
790588,130505,121052,32390,2959,2309,715,832
648685,36553,19152,35602,6617,4899,554,690
363493,70093,35992,30855,3886,3018,696,931
97593,58623,43989,11793,4077,3399,1240,358
675846,118371,18122,39302,6006,1754,501,951
93049,79325,5057,17037,9066,1927,246,568
287669,27034,8756,14601,8274,569,87,197
268193,161228,41039,6387,7530,2472,791,799
170850,208223,16570,6079,6300,1406,608,599
113915,39163,18567,63708,6023,4164,2090,227
181914,71420,12095,3741,8340,2278,566,1235
20525,74038,34601,15067,6550,4201,986,587
55328,42188,8913,4316,5954,1430,446,902
37124,30135,41110,5190,1957,805,366,513
209418,53651,10365,9024,7624,2474,668,1019
175892,44227,14728,12631,8889,2137,686,718
6039,20490,3336,56107,14736,2085,562,323
87405,64467,57586,34445,6761,3016,794,669
61079,21174,5610,30196,8514,1182,906,559
57515,86020,46655,28447,2631,3719,605,288
67798,142781,13955,23030,11659,3162,1199,484
160365,55388,24596,18767,6687,3159,893,446
49008,49514,23426,132002,16368,1711,644,389
317679,80014,75565,48997,7132,2712,736,1299
140659,83765,35701,7171,3030,1914,840,501
905400,104904,34799,123943,31258,9424,2280,469
83427,85351,13658,74746,11074,2420,870,336
386271,100397,42542,7475,9429,2806,1339,676
177738,20519,17186,17697,5500,6488,544,822
110230,32382,63611,3330,7215,3921,1260,609
122259,84326,6164,3990,15009,4314,1283,1612
159594,31864,11154,42300,24919,2311,1839,1340
154463,71415,13038,29339,1298,1343,721,621
158878,10015,3609,42833,6631,849,704,346
53449,23076,39253,19567,13602,2888,1053,505
143051,42476,35243,2461,1152,3248,545,996
209852,114057,5549,39562,8614,2388,704,766
204826,59774,31661,112054,23087,2243,682,574
122072,93784,4373,99948,15930,3935,713,416
35372,36221,24371,62253,10055,3635,1335,819
280204,112181,54617,14404,4420,1337,885,567
85436,17864,80793,98162,4717,2895,744,560
86950,134234,20632,34666,3299,4129,859,598
64232,100493,9982,8024,6714,4548,925,1062
171647,48750,22430,29224,23247,2196,1475,470
258335,66802,19899,16362,4247,1303,935,994
75129,34605,54375,21207,4257,1982,569,837
226088,7595,16526,8916,9793,3782,1112,470
112023,54322,8367,36889,16272,2176,545,1063
120063,81984,19777,19538,8001,3691,1176,412
17928,37121,10113,125336,11158,2801,1117,684
102193,46941,13947,12503,2494,1566,498,580
210999,19749,50219,19227,35420,1706,908,713
142254,59832,15454,21661,20025,3871,1626,823
260952,32303,60403,12837,8924,2953,459,821
168958,87243,38592,4074,8972,1366,888,1081
29590,45492,20286,18179,5274,2548,433,527
18237,63111,2875,61221,11110,5114,1042,598
35599,28528,12168,9824,4716,2133,615,487
67669,95742,13180,71198,5656,3791,817,1838
72382,17608,20135,63677,15698,5908,968,959
440048,83555,13740,62223,10807,2372,1589,340
245525,33906,52107,152795,47224,1745,863,687
69678,73196,17043,35398,1639,2608,652,403
89019,22977,9460,60508,30864,2088,626,901
87334,239333,55778,192924,24627,2302,1773,1318
77507,47065,51328,45495,4506,1655,558,668
55715,33443,24133,101836,3634,1680,897,859
131389,54205,10076,7004,4825,1805,1041,668
65018,113085,74298,22472,17662,4450,350,535
381474,94021,30459,183780,27173,2967,882,862
90926,37172,57553,78693,37477,2091,708,313
99920,99248,35006,14692,6215,4329,544,580
188572,198044,65478,57470,44972,3290,692,676
173748,276269,20934,166566,115086,7637,1526,1285
113823,109298,1402,23125,12200,5240,2035,734
455822,125824,116844,21393,26259,3667,1270,434
156985,60318,7064,55830,3773,5676,1254,810
154534,101640,60458,137881,15716,6099,1602,898
145241,107401,36540,39959,9152,2388,1042,920
19262,118843,19443,21210,14002,2401,1268,1115
56281,97038,34430,29752,4746,933,927,315
181910,60098,32686,13633,1619,3825,1169,1566
49234,42205,6202,5362,6096,2597,1279,563
139265,53813,107092,12443,26686,5142,1206,897
423690,27578,45247,42268,3831,5453,1518,520
153399,188231,14236,9431,4693,1907,1321,615
68764,40334,60830,146820,54371,4983,1326,748
164928,96504,51196,12974,2481,3009,640,375
141897,44468,22346,6952,1818,3149,545,504
120562,108813,13020,14999,2065,876,1082,336
120975,27881,27831,3532,9946,4567,656,1428
193864,34165,11217,5891,5416,3015,628,796
410533,37343,19846,101139,25118,2948,985,925
112098,12030,14596,139793,53057,3471,682,389
43634,67037,20471,55452,5489,1879,1109,329
109669,49850,9403,3446,4637,1177,413,372
65937,19203,15396,31130,14127,4709,525,492
43125,42972,21544,57145,7170,3906,838,1837
82799,92548,16300,14620,6413,1535,558,939
41200,29140,27083,124797,12370,1951,487,431
105413,34345,9172,18491,3823,1647,282,1072
54296,156539,33014,94081,4456,2253,1267,570
141512,66384,37852,33341,8637,2139,1760,761
218396,30928,5401,10555,617,3246,992,383
61128,260222,39405,17044,3422,2602,1060,558
124003,32839,12143,19907,4254,2513,644,1074
39144,22024,36832,32502,24262,3176,1715,584
259020,89831,64225,39061,6589,3321,711,750
151563,40903,15604,4180,3885,2830,1070,646
199364,65549,15462,18821,3635,2908,545,696
138492,67344,43799,10236,2697,1758,1885,488
94450,29202,20610,54372,10158,3991,968,319
93728,32700,67408,24501,5482,2629,1017,1139
250557,26497,43576,82508,9054,2153,1704,742
253803,99415,42436,11364,2494,3306,1043,558
26901,94218,106882,53016,4084,2170,549,414
194874,33578,27255,41116,5934,3353,1310,329
117615,10673,8245,33689,23692,1744,461,473
61829,112267,11561,29271,9040,4176,903,1013
128029,30946,10603,7068,25759,3788,580,612
23143,64958,13650,12435,6733,4065,809,457
136948,72821,1978,1687,2504,1854,713,382
18928,88880,29430,98026,6618,2245,1015,406
47174,41620,12296,30324,22501,3772,1042,361
10772,48399,8601,11226,1514,3036,563,331
73742,45755,57747,46102,16684,1893,882,346
80265,49220,34527,11179,4384,1097,1024,303
36644,65929,24371,32551,3949,1802,917,742
61956,33568,13994,7100,6541,2559,1025,411
108797,37366,63302,15116,15962,1259,907,887
211657,41882,40578,157951,11662,3271,817,1081
104618,36976,32906,18052,3126,3263,641,928
211577,25158,24804,27418,10490,3871,1048,585
279866,197201,54248,302901,23886,3046,1274,1275
181418,82487,17732,22408,5451,4416,1001,1149
78298,25515,7254,18834,4689,3330,552,447
45902,159572,11940,33927,26274,2610,1171,882
283137,44731,13079,34867,4636,2182,2347,1396
1050606,122473,27968,19286,9582,1102,1714,395
64246,187155,54801,45189,4202,1679,581,504
46149,38240,4007,11867,5687,1250,733,759
222628,59044,14208,59249,6711,3404,1065,1432
160804,46483,9006,75956,29442,2573,681,667
201667,62329,17544,110895,11808,2497,1303,376
519682,47833,24120,17203,3311,1221,642,279
104772,113482,70033,6091,5177,1093,728,609
90428,129406,17590,8224,9680,1923,1807,733
133064,63514,42316,28229,6183,1833,757,937
67753,38331,9015,7901,9197,5510,574,1218
192202,29943,7197,8097,4700,2405,727,467
28486,35762,37360,24893,4170,1943,1508,439
418707,102722,37982,47518,4062,1535,569,510
34019,58751,11438,11290,5020,1293,775,460
94872,84932,29193,45927,5471,4197,734,1210
97144,47264,29057,59317,76773,2323,851,886
399117,85607,35818,52770,63928,1915,1092,449
113078,51137,66846,9803,8354,2809,572,380
126270,66550,14030,11389,8207,1791,932,668
208798,58685,68448,16802,7588,2041,424,933
96554,114397,19393,18172,7601,2452,1045,479
305969,14859,51100,37111,4536,5859,1019,704
50168,10834,26128,4843,9012,7342,2132,938
111194,56250,42368,14523,5509,5119,1729,545
35714,76986,30763,7699,8110,2141,2373,1413
222134,136107,76181,21250,14065,2091,806,1080
21735,68065,25066,29821,6740,7518,1216,214
57089,19592,27360,9240,41809,3582,1473,602
36433,144522,31870,47332,7354,4551,840,2055
105220,31633,17196,17467,979,2453,1163,696
84703,128958,5979,23021,21621,1686,929,513
231686,59634,8418,34660,8895,2616,1405,371
121945,90094,42266,28287,10512,3371,758,813
173757,54686,51505,12362,1265,1225,425,393
157839,36175,16166,32245,2448,2781,403,779
174593,46640,22852,26877,20377,2855,1168,959
189619,85291,19817,8729,12057,2146,889,711
351554,165333,4346,17106,10834,2314,788,253
384160,100701,149201,78145,19424,1567,1178,746
339818,53286,22937,83999,3577,2623,1645,527
104533,72125,46626,72119,19947,7686,1217,846
184294,220970,66645,60403,51251,4468,651,1018
72014,37121,78194,126211,7073,1361,1107,659
48295,50036,60703,50109,25994,2487,1068,982
51584,35523,27525,5708,1969,953,834,360
50844,18073,50544,8295,3932,2302,870,330
88456,126400,24392,60176,71706,2149,1372,1152
68152,45799,11393,204474,81308,3983,846,663
85673,12414,5618,3678,1827,1630,522,555
104679,54829,22408,33659,2565,3752,531,357
236618,38794,4983,32200,10897,1895,1066,424
133378,95097,20590,51537,10569,1291,731,1670
78777,116777,33673,69340,17123,3076,476,1500
33020,44357,31073,15723,1108,4875,698,860
83680,77818,17269,6340,8097,1998,678,1053
41963,105451,21616,95623,5900,2896,742,560
88942,119628,10987,8791,4128,1620,390,701
132640,24873,37560,18976,9874,765,653,571
139602,72543,63718,11063,16048,2355,783,963
276381,25606,8819,40416,1863,2978,1171,391
343140,33197,19952,67820,23953,4098,995,792
140190,110072,29929,43297,9306,1950,1287,528
62843,14164,11612,30445,4614,2227,875,748
124226,137701,36803,45415,1642,1542,615,776
240179,94878,26820,8504,11938,2245,449,740
267900,115407,34934,48596,1180,1905,599,854
119961,75093,28001,66570,8464,5154,557,676
100780,19299,13448,70629,9952,1894,1402,1033
99600,68542,32375,6153,2171,3744,530,801
68065,70094,21102,11457,10596,1377,1707,571
59501,30934,4199,2889,5559,8008,1083,807
373393,126824,46444,40114,5381,2757,1054,945
114191,102307,10787,12587,12316,4331,768,1035
103965,34845,8096,13937,5314,1215,1334,544
227406,107279,34306,20857,30474,4630,682,702
140851,93620,40300,18046,9046,1975,1282,326
320759,90304,10874,21979,25171,3475,433,541
390267,100151,45421,68014,9119,3332,1347,1086
368405,89822,70185,25316,31270,3151,3697,533
96025,17160,7693,3858,6815,899,395,77
101634,58441,21249,9652,1929,3214,1582,390
501889,76563,19073,34061,9730,1570,796,1830
86988,52542,17159,29846,4569,1454,459,490
28391,62368,13174,33517,6434,1060,985,401
16354,155258,19355,21681,3764,3492,2497,1339
376770,28218,31206,19657,11243,2445,416,218
133984,35448,44416,42136,2648,3646,1170,253
224974,217895,8147,12729,19863,2546,1299,745
159291,9254,10508,61086,5117,2153,1435,810
