attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,result
48,50,11391,21292,1131,5255,1131,5616,3517,31842,1
47,51,12291,43264,10985,18529,10985,5098,2554,22146,1
43,47,3786,25252,4039,9476,4039,8935,5322,22797,1
51,51,11163,14008,6311,2559,6311,10259,5365,28210,1
61,47,28993,28222,7809,6063,7809,8348,5339,25354,1
60,54,22408,16256,19425,11522,19425,8511,2876,38667,1
69,54,16563,16818,7735,21068,7735,13551,4965,35561,1
57,67,8084,12554,18616,11919,18616,4702,5379,23379,1
51,81,6959,6572,15744,17739,15744,3905,4673,26887,1
54,81,8836,10034,18318,1785,18318,8478,2501,25639,1
54,77,6335,7437,2669,4922,2669,4589,3070,27738,1
48,63,11639,72999,10749,9567,10749,4227,2602,32631,1
44,54,9011,18283,16309,4025,16309,3268,5122,30534,1
43,50,81922,36341,16765,11548,16765,14349,8022,32704,1
34,60,10115,10776,9967,22823,9967,4116,3306,21152,1
41,67,14157,21975,8811,14847,8811,5051,3393,36116,1
35,78,52579,8884,40161,3773,40161,1763,4116,36301,1
34,84,16481,12805,13980,13731,13980,6786,3489,25905,1
38,77,9891,29357,13231,12871,13231,9669,3409,27522,1
38,66,119532,101302,6759,14489,6759,12483,1137,31593,1
53,50,181443,47679,6559,13194,6559,12708,2012,36229,1
38,50,103514,91263,112282,14524,112282,6902,5241,35757,1
41,44,1764,6746,3109,2778,3109,5924,4999,30547,1
41,54,6081,17655,22608,7498,22608,7254,3475,21106,1
53,43,11507,33502,2600,4636,2600,4472,3264,28382,1
61,54,9646,9604,8775,11565,8775,6083,1660,26159,1
50,57,13597,24563,13513,6381,13513,4140,2265,32952,1
51,54,9937,13648,1931,12656,1931,5171,2224,45510,1
44,60,9487,21915,3255,6479,3255,1951,3768,40250,1
41,56,17636,13612,5355,6680,5355,3201,5447,35785,1
44,61,23984,17075,3308,33378,3308,7749,2224,41667,1
40,64,38988,17661,4694,21165,4694,4202,4637,49187,1
47,64,14165,22840,2120,11605,2120,5078,2285,36281,1
41,56,8062,31017,5049,2842,5049,3001,3342,39665,1
37,44,19344,76843,12110,9028,12110,7127,5104,41086,1
29,48,474847,18023,6070,33168,6070,2991,2146,31967,1
20,48,31239,46402,2094,23425,2094,3289,2144,33006,1
13,54,30790,70569,18456,13249,18456,4046,2583,27775,1
26,60,16317,16236,3169,11957,3169,11159,1387,38844,1
30,60,11164,5216,9499,6346,9499,2023,3419,31942,1
53,57,16272,16377,9005,4747,9005,12777,2558,47303,1
69,56,18770,20702,6767,4483,6767,9011,2023,42154,1
54,51,84726,49114,8302,5389,8302,3907,1622,58831,1
63,50,40369,6685,13756,1396,13756,4807,2810,53035,1
43,37,42486,61121,670,3669,670,3228,2724,44713,1
34,26,15862,61767,831,4401,831,6629,2957,47874,1
37,44,181104,28587,123334,4339,123334,14503,1223,38781,1
20,47,44226,51163,44390,28812,44390,4192,2544,38858,1
23,64,14559,41540,38705,8581,38705,6372,3177,51805,1
23,90,14202,5415,23036,10357,23036,3304,3069,53281,1
23,88,5478,12468,9234,24758,9234,4979,4210,39296,1
37,78,9827,19198,719,7572,719,3800,2366,41782,1
44,75,84875,21971,15945,6001,15945,8688,2982,45243,1
50,66,12999,37444,31313,14346,31313,11020,2335,44820,1
48,67,12286,25509,103385,17876,103385,12420,5252,43228,1
43,66,4698,93034,13940,26497,13940,10723,3183,38757,1
38,70,1478,29928,35500,19121,35500,10967,2687,51347,1
40,77,6070,17978,41728,7133,41728,10317,3297,39542,1
44,70,17580,22614,24855,16284,24855,10928,4386,41645,1
60,78,16665,10468,17468,10517,17468,18416,1240,41881,1
70,77,4692,3708,10308,5787,10308,9107,15163,41621,1
67,74,5970,40797,30383,23003,30383,9229,2467,46970,1
66,66,4208,70015,21834,9951,21834,12865,1240,39365,1
56,70,1420,21281,80315,13508,80315,15908,3496,49862,1
34,57,4712,95546,10236,6449,10236,3647,4445,39418,1
40,54,14299,9078,14168,5066,14168,12568,3411,46504,1
66,64,4632,18523,68207,12235,68207,18903,1431,41570,1
75,67,2359,21740,14409,12999,14409,6973,1571,40716,1
63,67,19739,81365,45810,6687,45810,18947,3528,35559,1
48,70,17757,36913,28925,10155,28925,6305,2834,51428,1
43,74,12618,7702,29611,6936,29611,4754,4545,47325,1
44,67,2117,12734,524,7963,524,3908,8028,46831,1
40,64,15028,35353,7603,5078,7603,3321,3930,43945,1
37,64,1130,35035,15781,17098,15781,4233,1791,40371,1
34,64,14823,16640,25243,5746,25243,6052,5594,44765,1
35,69,30512,16340,7099,4909,7099,2454,2083,47376,1
50,69,14104,11702,10092,10703,10092,10936,7595,48925,1
43,69,30302,28803,28678,4658,28678,2122,4716,41868,1
44,64,5183,29145,10773,879,10773,3924,1966,51534,1
37,67,22460,14306,14365,15755,14365,5452,2687,38970,1
26,69,59372,23530,18992,16167,18992,3596,1874,42378,1
38,69,8125,12636,16399,6737,16399,4735,3329,53386,1
38,74,25675,14495,8406,13784,8406,3791,1066,50478,1
37,74,35920,12154,17161,10785,17161,3725,1836,50654,1
44,64,133001,17159,5261,5381,5261,4454,1128,50506,1
38,54,63015,47202,10992,7763,10992,4807,1782,61312,1
38,56,33883,13419,7778,6096,7778,2930,1528,55131,1
30,50,20594,45406,17426,15295,17426,3237,1632,56561,1
30,51,27887,22129,10897,7236,10897,7080,2451,51425,1
37,57,178773,21161,15803,12175,15803,5726,1667,52956,1
40,56,9084,15686,3808,5975,3808,3615,2045,40563,1
35,69,7158,10253,8440,4556,8440,1772,2272,49674,1
40,64,4799,11343,2502,5340,2502,3864,4736,56920,1
43,64,13950,16768,3777,7423,3777,5559,1849,55917,1
44,47,6447,50646,8786,1543,8786,3719,2674,53805,1
57,44,5714,6594,1083,9967,1083,5334,3768,55136,1
57,48,6606,7982,9748,1869,9748,3718,1827,49221,1
51,50,2851,34173,10029,7010,10029,4492,1527,45548,1
57,61,8756,5064,6042,7097,6042,2232,2077,48634,1
50,56,4869,23775,8204,2667,8204,4230,3096,60401,1
40,60,46264,31662,10024,37545,10024,4675,1235,69614,1
29,70,11867,11675,9729,39169,9729,2008,1218,54140,1
21,64,12341,52179,12275,9541,12275,3860,2653,59325,1
23,61,405667,31750,6663,4220,6663,5883,2730,69831,1
34,43,232213,630403,36351,56252,36351,137340,255820,92281,1
47,34,92361,24532,4689,14877,4689,6962,4548,3800,1
63,30,1157442,100385,35462,14302,35462,46870,16000,20268,1
67,38,805664,100579,53927,34779,53927,38412,24526,17528,1
74,41,870302,95898,7358,22895,7358,42244,22366,22339,1
77,38,899843,248147,75817,64355,75817,83884,49482,23674,1
74,50,40242,38834,69221,38614,69221,32335,21667,20143,1
78,41,604612,151485,25850,15036,25850,59756,11516,25764,1
61,54,57524,12237,10417,4298,10417,1577,3235,1562,1
63,57,414493,17921,13702,30504,13702,19201,13596,13783,1
56,50,362897,32032,7633,10844,7633,4792,6941,2309,1
56,64,1193010,23962,69392,16648,69392,40083,23291,22866,1
66,61,48868,21259,8034,12687,8034,6664,5005,3231,1
57,66,8604,23130,82178,5218,82178,14402,16164,21610,1
60,63,1612716,103660,31374,21175,31374,18074,34493,29485,1
50,50,142011,12512,2622,726,2622,1738,3178,2040,1
57,48,18498,31733,16565,27963,16565,35133,14886,12274,1
67,47,59613,27289,44382,38165,44382,41087,25582,18579,1
70,37,620144,249467,10894,14692,10894,49044,37077,29139,1
80,51,6573,13295,65143,25702,65143,26856,15702,20525,1
87,53,21907,7401,18310,15806,18310,34637,25816,22437,1
80,37,2192132,344784,18059,39790,18059,74683,58801,18540,1
81,50,1168691,136369,78635,9905,78635,45621,14459,19294,1
90,41,441816,40314,45465,7328,45465,53679,27682,10281,1
88,38,3091,23930,19317,15566,19317,42632,16951,12763,1
84,41,584427,160081,37045,15314,37045,28120,6786,8109,1
87,48,531106,21995,28192,14860,28192,16745,6256,24055,1
90,50,6945,9907,14495,24585,14495,40114,11317,13319,1
75,48,16424,51887,7531,14130,7531,10052,5532,9018,1
88,57,2922,10226,20578,4320,20578,19677,27222,20753,1
96,54,6802,6500,4896,12241,4896,16891,3614,20453,1
91,67,13436,16928,8311,13795,8311,9474,15197,24731,1
80,63,3695,35015,18085,4692,18085,10843,6375,16618,1
53,75,7219,17384,19435,39157,19435,3918,8090,15889,1
47,67,7436,26063,11179,11199,11179,4255,2926,11389,1
44,75,9311,15842,19970,19012,19970,7532,7601,14194,1
56,48,33402,21934,1720,1220,1720,4798,6319,13386,1
57,48,11016,14258,8823,6646,8823,12001,8436,24310,1
66,44,10377,19445,13424,3367,13424,8980,2580,18779,1
67,40,35197,32558,10635,16335,10635,8828,2671,15765,1
70,57,98791,7081,6241,6328,6241,6116,751,3138,1
57,40,112438,75466,2261,2763,2261,7371,7217,5241,1
57,40,457762,92456,7774,27354,7774,12670,8993,5566,1
57,40,1203036,107710,12896,8473,12896,3527,2048,1112,1
48,48,859080,187162,285416,23489,285416,42186,46900,43993,1
44,51,206966,64045,48029,18213,48029,12606,10837,6134,1
44,51,33941,35885,39983,64016,39983,45634,23607,17413,1
41,60,2405630,341921,9233,54013,9233,27889,13026,20352,1
54,56,74063,11228,6847,11529,6847,8301,2609,3709,1
64,56,22429,15051,44650,21322,44650,24805,11346,15796,1
60,53,94217,32557,11461,11219,11461,9647,1923,10271,1
61,60,361698,84843,41720,14842,41720,12460,5346,28990,1
56,47,52660,79164,10039,4440,10039,15662,5714,17962,1
43,44,10684,51257,50865,6425,50865,7171,4462,31497,1
44,51,14153,12903,19288,3959,19288,7930,6117,21731,1
57,48,20984,17782,6799,4634,6799,10942,5059,18658,1
64,63,17661,10594,14922,12713,14922,13888,8122,24379,1
75,66,14814,10952,8958,18533,8958,7539,8659,14121,1
80,54,32482,22531,4489,4901,4489,14766,2885,16058,1
75,63,9345,18344,13082,11870,13082,7876,7470,20833,1
87,54,2075,3713,6458,948,6458,12499,3176,26179,1
88,38,14553,27477,688,6486,688,9066,5778,24892,1
80,48,15968,9324,4258,11005,4258,4691,5556,12871,1
84,41,15404,19195,6800,5977,6800,11010,9182,17939,1
66,47,18028,19762,4692,11101,4692,6065,4503,13976,1
66,53,31590,19494,11524,6827,11524,8631,4442,19030,1
61,54,2819,15363,18548,4903,18548,4363,2654,14235,1
56,54,5373,28350,11674,6131,11674,9613,5441,15533,1
57,63,11856,14560,21120,28266,21120,12913,5304,13661,1
47,75,78298,69779,160486,4767,160486,13818,3885,15325,1
53,69,12017,20051,13075,10899,13075,11194,5611,16419,1
63,69,12220,15437,5908,12790,5908,24336,8529,15368,1
56,66,6415,70713,71973,6855,71973,13711,14892,21979,1
69,56,11146,13107,8668,4257,8668,5896,4015,27546,1
70,56,15206,17265,5623,11349,5623,10789,6353,15652,1
61,67,33284,6049,14525,24396,14525,10453,9379,19407,1
64,57,118405,25458,1727,9079,1727,3980,5903,27746,1
56,54,17585,26548,6008,12329,6008,8172,15452,21666,1
51,43,3652,18230,7394,3516,7394,4664,4287,21413,1
56,50,3240,21109,12438,12063,12438,9141,3088,15202,1
57,61,15840,14732,31965,18361,31965,11322,5948,12950,1
48,75,27605,7179,10657,38725,10657,3392,5550,10176,1
51,74,63277,21286,10049,1791,10049,8439,5464,13525,1
43,61,23913,65226,9164,4167,9164,5655,10063,27466,1
44,57,22745,4599,11232,12794,11232,5697,3622,22056,1
48,47,51052,23632,9817,8699,9817,3640,2877,16576,1
41,54,34548,16557,18410,5323,18410,4795,3493,8729,1
51,57,11101,31733,6650,4307,6650,8135,3132,21152,1
57,47,19312,22514,5341,3977,5341,13366,5042,21171,1
66,35,22833,44646,5204,22474,5204,14848,3340,14645,1
61,47,28235,35687,29741,29058,29741,10951,1237,19008,1
44,63,24223,13617,26038,9401,26038,3243,3642,24873,1
40,69,65816,11992,10476,6315,10476,2600,2023,23046,1
37,64,20324,23625,2983,4060,2983,4026,5006,22855,1
43,51,215760,35829,2769,7988,2769,11821,1114,20230,1
48,38,87486,53525,11557,11249,11557,9180,2742,26132,1
43,24,19405,164137,21789,14026,21789,10949,1826,22492,1
44,30,8625,19661,10730,2255,10730,4985,1659,26429,1
40,37,31684,20644,7388,5600,7388,5142,7771,19327,1
29,41,8707,25099,10848,7263,10848,1896,2700,23505,1
35,44,25946,31978,10546,4502,10546,3769,4201,24151,1
35,50,4010,20634,11877,13590,11877,6377,2221,28032,1
41,48,8496,5673,3622,2181,3622,3371,2913,31473,1
